score,value,attention_1,attention_2,attention_3,attention_4,attention_5,attention_6,attention_7,attention_8,attention_9,attention_10,attention_11,attention_12,inter_hidden_1,inter_hidden_2,inter_hidden_3,inter_hidden_4,inter_hidden_5,inter_hidden_6,inter_hidden_7,inter_hidden_8,inter_hidden_9,inter_hidden_10,inter_hidden_11,inter_hidden_12,residual_1,residual_2,residual_3,residual_4,residual_5,residual_6,residual_7,residual_8,residual_9,residual_10,residual_11,residual_12,ricci_sum_1,ricci_sum_2,ricci_sum_3,ricci_sum_4,ricci_sum_5,ricci_sum_6,ricci_sum_7,ricci_sum_8,ricci_sum_9,ricci_sum_10,ricci_sum_11,ricci_sum_12,ricci_mean_1,ricci_mean_2,ricci_mean_3,ricci_mean_4,ricci_mean_5,ricci_mean_6,ricci_mean_7,ricci_mean_8,ricci_mean_9,ricci_mean_10,ricci_mean_11,ricci_mean_12,ricci_var_1,ricci_var_2,ricci_var_3,ricci_var_4,ricci_var_5,ricci_var_6,ricci_var_7,ricci_var_8,ricci_var_9,ricci_var_10,ricci_var_11,ricci_var_12,parameters,predicted_f1
0.8851238664655875,65.861376,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,1280.0,1280.0,3072.0,1280.0,3072.0,3072.0,1280.0,3072.0,1280.0,960.0,3072.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,509.0498185355682,488.6675842921,1069.2745281544594,2045.6516949910224,909.1074415364704,1525.5648755574878,1718.0359922566413,772.0635943691798,1576.0568851995772,889.6855809619874,699.8747596817504,2084.965363661244,0.3976951707309126,0.3817715502282031,0.8353707251206715,0.6659022444632234,0.7102401887003675,0.4966031495955363,0.5592565078960421,0.6031746831009217,0.513039350650904,0.6950668601265526,0.7290362080018233,0.6786996626501445,0.0201496068318823,0.0593923853330053,0.0012152041611538,0.0536326687867176,0.0046313019129993,0.0051387266251673,0.0025664724810333,0.0039853585530592,0.0152424758663251,0.0103909537540757,0.0066244300270537,0.0010655429537191,65.861376,0.8851238664655875
0.8848910435561075,65.369856,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,960.0,1280.0,1280.0,960.0,3072.0,3072.0,1280.0,3072.0,3072.0,1280.0,3072.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,509.0498185355682,470.0716390457905,1069.2745281544594,1114.4592073495107,709.801439762586,1525.5648755574878,1718.0359922566413,772.0635943691798,1576.0568851995772,1870.9008603514844,898.4768268250039,2084.965363661244,0.3976951707309126,0.489657957339365,0.8353707251206715,0.8706712557418053,0.7393764997526938,0.4966031495955363,0.5592565078960421,0.6031746831009217,0.513039350650904,0.6090172071456655,0.7019350209570343,0.6786996626501445,0.0201496068318823,0.032498724923175,0.0012152041611538,0.001561180246421,0.0026906215405609,0.0051387266251673,0.0025664724810333,0.0039853585530592,0.0152424758663251,0.009840947433508,0.0071748100300569,0.0010655429537191,65.369856,0.8848910435561075
0.8850166081021108,65.369856,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,960.0,1280.0,3072.0,3072.0,1280.0,1280.0,3072.0,1280.0,3072.0,3072.0,1280.0,960.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,430.9229169603235,488.6675842921,1648.1916349450785,2045.6516949910224,909.1074415364704,713.7236112604579,1718.0359922566413,772.0635943691798,1576.0568851995772,1870.9008603514844,898.4768268250039,682.9047611396531,0.448878038500337,0.3817715502282031,0.5365207145003511,0.6659022444632234,0.7102401887003675,0.5575965712972327,0.5592565078960421,0.6031746831009217,0.513039350650904,0.6090172071456655,0.7019350209570343,0.7113591261871387,0.0158710673208322,0.0593923853330053,0.086373709450115,0.0536326687867176,0.0046313019129993,0.0054188326029799,0.0025664724810333,0.0039853585530592,0.0152424758663251,0.009840947433508,0.0071748100300569,0.0016232539481782,65.369856,0.8850166081021108
0.883789120329096,62.125824,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,1280.0,960.0,960.0,1280.0,3072.0,3072.0,3072.0,3072.0,1280.0,960.0,1280.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,509.0498185355682,488.6675842921,815.4827035082928,851.0668235842553,909.1074415364704,1525.5648755574878,1718.0359922566413,1678.792926866246,1576.0568851995772,889.6855809619874,699.8747596817504,899.7432553334561,0.3976951707309126,0.3817715502282031,0.849461149487805,0.8865279412335992,0.7102401887003675,0.4966031495955363,0.5592565078960421,0.5464820725476062,0.513039350650904,0.6950668601265526,0.7290362080018233,0.7029244182292625,0.0201496068318823,0.0593923853330053,0.0007749170265865,0.0010447126762837,0.0046313019129993,0.0051387266251673,0.0025664724810333,0.0042835829094575,0.0152424758663251,0.0103909537540757,0.0066244300270537,0.0014320501948262,62.125824,0.883789120329096
0.8855035084634227,64.386816,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,960.0,1280.0,960.0,1280.0,960.0,3072.0,3072.0,3072.0,3072.0,3072.0,960.0,1280.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,430.9229169603235,488.6675842921,815.4827035082928,1114.4592073495107,709.801439762586,1525.5648755574878,1718.0359922566413,1678.792926866246,1576.0568851995772,1870.9008603514844,699.8747596817504,899.7432553334561,0.448878038500337,0.3817715502282031,0.849461149487805,0.8706712557418053,0.7393764997526938,0.4966031495955363,0.5592565078960421,0.5464820725476062,0.513039350650904,0.6090172071456655,0.7290362080018233,0.7029244182292625,0.0158710673208322,0.0593923853330053,0.0007749170265865,0.001561180246421,0.0026906215405609,0.0051387266251673,0.0025664724810333,0.0042835829094575,0.0152424758663251,0.009840947433508,0.0066244300270537,0.0014320501948262,64.386816,0.8855035084634227
0.8847262616655447,61.634304,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,960.0,960.0,1280.0,960.0,3072.0,3072.0,1280.0,3072.0,3072.0,960.0,1280.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,509.0498185355682,470.0716390457905,815.4827035082928,1114.4592073495107,709.801439762586,1525.5648755574878,1718.0359922566413,772.0635943691798,1576.0568851995772,1870.9008603514844,699.8747596817504,899.7432553334561,0.3976951707309126,0.489657957339365,0.849461149487805,0.8706712557418053,0.7393764997526938,0.4966031495955363,0.5592565078960421,0.6031746831009217,0.513039350650904,0.6090172071456655,0.7290362080018233,0.7029244182292625,0.0201496068318823,0.032498724923175,0.0007749170265865,0.001561180246421,0.0026906215405609,0.0051387266251673,0.0025664724810333,0.0039853585530592,0.0152424758663251,0.009840947433508,0.0066244300270537,0.0014320501948262,61.634304,0.8847262616655447
0.884351926482849,65.861376,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,960.0,1280.0,3072.0,3072.0,1280.0,3072.0,1280.0,3072.0,3072.0,1280.0,1280.0,1280.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,430.9229169603235,488.6675842921,1648.1916349450785,2045.6516949910224,909.1074415364704,1525.5648755574878,769.8858463090257,1678.792926866246,1576.0568851995772,889.6855809619874,898.4768268250039,899.7432553334561,0.448878038500337,0.3817715502282031,0.5365207145003511,0.6659022444632234,0.7102401887003675,0.4966031495955363,0.6014733174289264,0.5464820725476062,0.513039350650904,0.6950668601265526,0.7019350209570343,0.7029244182292625,0.0158710673208322,0.0593923853330053,0.086373709450115,0.0536326687867176,0.0046313019129993,0.0051387266251673,0.002295080475359,0.0042835829094575,0.0152424758663251,0.0103909537540757,0.0071748100300569,0.0014320501948262,65.861376,0.884351926482849
0.8841975374437352,66.647808,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,960.0,960.0,3072.0,3072.0,1280.0,960.0,3072.0,3072.0,3072.0,960.0,960.0,3072.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,430.9229169603235,470.0716390457905,1648.1916349450785,2045.6516949910224,909.1074415364704,556.9289386774113,1718.0359922566413,1678.792926866246,1576.0568851995772,703.950633653012,699.8747596817504,2084.965363661244,0.448878038500337,0.489657957339365,0.5365207145003511,0.6659022444632234,0.7102401887003675,0.5801343111223035,0.5592565078960421,0.5464820725476062,0.513039350650904,0.7332819100552208,0.7290362080018233,0.6786996626501445,0.0158710673208322,0.032498724923175,0.086373709450115,0.0536326687867176,0.0046313019129993,0.0051817337066795,0.0025664724810333,0.0042835829094575,0.0152424758663251,0.0079963176043546,0.0066244300270537,0.0010655429537191,66.647808,0.8841975374437352
0.8839865463914035,64.386816,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,3072.0,960.0,960.0,1280.0,1280.0,3072.0,3072.0,3072.0,3072.0,1280.0,960.0,960.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,616.3351637079713,470.0716390457905,815.4827035082928,1114.4592073495107,909.1074415364704,1525.5648755574878,1718.0359922566413,1678.792926866246,1576.0568851995772,889.6855809619874,699.8747596817504,682.9047611396531,0.2006299361028552,0.489657957339365,0.849461149487805,0.8706712557418053,0.7102401887003675,0.4966031495955363,0.5592565078960421,0.5464820725476062,0.513039350650904,0.6950668601265526,0.7290362080018233,0.7113591261871387,0.0364388766578137,0.032498724923175,0.0007749170265865,0.001561180246421,0.0046313019129993,0.0051387266251673,0.0025664724810333,0.0042835829094575,0.0152424758663251,0.0103909537540757,0.0066244300270537,0.0016232539481782,64.386816,0.8839865463914035
0.8850701209640979,65.369856,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,960.0,960.0,3072.0,1280.0,1280.0,3072.0,1280.0,3072.0,3072.0,3072.0,1280.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,509.0498185355682,470.0716390457905,815.4827035082928,2045.6516949910224,909.1074415364704,713.7236112604579,1718.0359922566413,772.0635943691798,1576.0568851995772,1870.9008603514844,1974.2252091365715,899.7432553334561,0.3976951707309126,0.489657957339365,0.849461149487805,0.6659022444632234,0.7102401887003675,0.5575965712972327,0.5592565078960421,0.6031746831009217,0.513039350650904,0.6090172071456655,0.642651435265811,0.7029244182292625,0.0201496068318823,0.032498724923175,0.0007749170265865,0.0536326687867176,0.0046313019129993,0.0054188326029799,0.0025664724810333,0.0039853585530592,0.0152424758663251,0.009840947433508,0.0055597889238644,0.0014320501948262,65.369856,0.8850701209640979
0.8836540419749122,63.895296,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,960.0,960.0,1280.0,960.0,3072.0,3072.0,3072.0,3072.0,3072.0,960.0,1280.0,960.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,430.9229169603235,470.0716390457905,1069.2745281544594,851.0668235842553,1650.694224308075,1525.5648755574878,1718.0359922566413,1678.792926866246,1576.0568851995772,703.950633653012,898.4768268250039,682.9047611396531,0.448878038500337,0.489657957339365,0.8353707251206715,0.8865279412335992,0.5373353594752849,0.4966031495955363,0.5592565078960421,0.5464820725476062,0.513039350650904,0.7332819100552208,0.7019350209570343,0.7113591261871387,0.0158710673208322,0.032498724923175,0.0012152041611538,0.0010447126762837,0.030327169010192,0.0051387266251673,0.0025664724810333,0.0042835829094575,0.0152424758663251,0.0079963176043546,0.0071748100300569,0.0016232539481782,63.895296,0.8836540419749122
0.8846426274395217,65.861376,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,3072.0,960.0,3072.0,1280.0,1280.0,3072.0,3072.0,1280.0,3072.0,1280.0,1280.0,1280.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,616.3351637079713,470.0716390457905,1648.1916349450785,1114.4592073495107,909.1074415364704,1525.5648755574878,1718.0359922566413,772.0635943691798,1576.0568851995772,889.6855809619874,898.4768268250039,899.7432553334561,0.2006299361028552,0.489657957339365,0.5365207145003511,0.8706712557418053,0.7102401887003675,0.4966031495955363,0.5592565078960421,0.6031746831009217,0.513039350650904,0.6950668601265526,0.7019350209570343,0.7029244182292625,0.0364388766578137,0.032498724923175,0.086373709450115,0.001561180246421,0.0046313019129993,0.0051387266251673,0.0025664724810333,0.0039853585530592,0.0152424758663251,0.0103909537540757,0.0071748100300569,0.0014320501948262,65.861376,0.8846426274395217
0.8840849071016191,63.108864,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,960.0,1280.0,1280.0,1280.0,3072.0,3072.0,1280.0,3072.0,1280.0,3072.0,1280.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,509.0498185355682,470.0716390457905,1069.2745281544594,1114.4592073495107,909.1074415364704,1525.5648755574878,1718.0359922566413,772.0635943691798,1576.0568851995772,889.6855809619874,1974.2252091365715,899.7432553334561,0.3976951707309126,0.489657957339365,0.8353707251206715,0.8706712557418053,0.7102401887003675,0.4966031495955363,0.5592565078960421,0.6031746831009217,0.513039350650904,0.6950668601265526,0.642651435265811,0.7029244182292625,0.0201496068318823,0.032498724923175,0.0012152041611538,0.001561180246421,0.0046313019129993,0.0051387266251673,0.0025664724810333,0.0039853585530592,0.0152424758663251,0.0103909537540757,0.0055597889238644,0.0014320501948262,63.108864,0.8840849071016191
0.8845334463738023,66.647808,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,960.0,960.0,3072.0,1280.0,960.0,3072.0,3072.0,960.0,3072.0,3072.0,3072.0,960.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,430.9229169603235,470.0716390457905,1648.1916349450785,1114.4592073495107,709.801439762586,1525.5648755574878,1718.0359922566413,597.7881448202938,1576.0568851995772,1870.9008603514844,1974.2252091365715,682.9047611396531,0.448878038500337,0.489657957339365,0.5365207145003511,0.8706712557418053,0.7393764997526938,0.4966031495955363,0.5592565078960421,0.622695984187806,0.513039350650904,0.6090172071456655,0.642651435265811,0.7113591261871387,0.0158710673208322,0.032498724923175,0.086373709450115,0.001561180246421,0.0026906215405609,0.0051387266251673,0.0025664724810333,0.0037823899264446,0.0152424758663251,0.009840947433508,0.0055597889238644,0.0016232539481782,66.647808,0.8845334463738023
0.8836726030076683,66.647808,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,3072.0,960.0,960.0,960.0,3072.0,3072.0,3072.0,960.0,3072.0,3072.0,1280.0,960.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,616.3351637079713,470.0716390457905,815.4827035082928,851.0668235842553,1650.694224308075,1525.5648755574878,1718.0359922566413,597.7881448202938,1576.0568851995772,1870.9008603514844,898.4768268250039,682.9047611396531,0.2006299361028552,0.489657957339365,0.849461149487805,0.8865279412335992,0.5373353594752849,0.4966031495955363,0.5592565078960421,0.622695984187806,0.513039350650904,0.6090172071456655,0.7019350209570343,0.7113591261871387,0.0364388766578137,0.032498724923175,0.0007749170265865,0.0010447126762837,0.030327169010192,0.0051387266251673,0.0025664724810333,0.0037823899264446,0.0152424758663251,0.009840947433508,0.0071748100300569,0.0016232539481782,66.647808,0.8836726030076683
0.8862475051396326,64.386816,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,1280.0,960.0,3072.0,1280.0,960.0,3072.0,3072.0,3072.0,3072.0,960.0,960.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,509.0498185355682,488.6675842921,815.4827035082928,2045.6516949910224,909.1074415364704,556.9289386774113,1718.0359922566413,1678.792926866246,1576.0568851995772,1870.9008603514844,699.8747596817504,682.9047611396531,0.3976951707309126,0.3817715502282031,0.849461149487805,0.6659022444632234,0.7102401887003675,0.5801343111223035,0.5592565078960421,0.5464820725476062,0.513039350650904,0.6090172071456655,0.7290362080018233,0.7113591261871387,0.0201496068318823,0.0593923853330053,0.0007749170265865,0.0536326687867176,0.0046313019129993,0.0051817337066795,0.0025664724810333,0.0042835829094575,0.0152424758663251,0.009840947433508,0.0066244300270537,0.0016232539481782,64.386816,0.8862475051396326
0.884787550464376,65.369856,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,1280.0,960.0,3072.0,3072.0,3072.0,1280.0,1280.0,3072.0,3072.0,960.0,1280.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,509.0498185355682,488.6675842921,815.4827035082928,2045.6516949910224,1650.694224308075,1525.5648755574878,769.8858463090257,772.0635943691798,1576.0568851995772,1870.9008603514844,699.8747596817504,899.7432553334561,0.3976951707309126,0.3817715502282031,0.849461149487805,0.6659022444632234,0.5373353594752849,0.4966031495955363,0.6014733174289264,0.6031746831009217,0.513039350650904,0.6090172071456655,0.7290362080018233,0.7029244182292625,0.0201496068318823,0.0593923853330053,0.0007749170265865,0.0536326687867176,0.030327169010192,0.0051387266251673,0.002295080475359,0.0039853585530592,0.0152424758663251,0.009840947433508,0.0066244300270537,0.0014320501948262,65.369856,0.884787550464376
0.8835587559640856,64.386816,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,960.0,960.0,3072.0,3072.0,1280.0,960.0,1280.0,3072.0,3072.0,3072.0,960.0,1280.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,430.9229169603235,470.0716390457905,1648.1916349450785,2045.6516949910224,909.1074415364704,556.9289386774113,769.8858463090257,1678.792926866246,1576.0568851995772,1870.9008603514844,699.8747596817504,899.7432553334561,0.448878038500337,0.489657957339365,0.5365207145003511,0.6659022444632234,0.7102401887003675,0.5801343111223035,0.6014733174289264,0.5464820725476062,0.513039350650904,0.6090172071456655,0.7290362080018233,0.7029244182292625,0.0158710673208322,0.032498724923175,0.086373709450115,0.0536326687867176,0.0046313019129993,0.0051817337066795,0.002295080475359,0.0042835829094575,0.0152424758663251,0.009840947433508,0.0066244300270537,0.0014320501948262,64.386816,0.8835587559640856
0.8843148708809724,66.647808,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,3072.0,1280.0,3072.0,3072.0,960.0,960.0,3072.0,3072.0,3072.0,960.0,960.0,960.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,616.3351637079713,488.6675842921,1648.1916349450785,2045.6516949910224,709.801439762586,556.9289386774113,1718.0359922566413,1678.792926866246,1576.0568851995772,703.950633653012,699.8747596817504,682.9047611396531,0.2006299361028552,0.3817715502282031,0.5365207145003511,0.6659022444632234,0.7393764997526938,0.5801343111223035,0.5592565078960421,0.5464820725476062,0.513039350650904,0.7332819100552208,0.7290362080018233,0.7113591261871387,0.0364388766578137,0.0593923853330053,0.086373709450115,0.0536326687867176,0.0026906215405609,0.0051817337066795,0.0025664724810333,0.0042835829094575,0.0152424758663251,0.0079963176043546,0.0066244300270537,0.0016232539481782,66.647808,0.8843148708809724
0.8841257044582096,65.861376,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,1280.0,960.0,3072.0,1280.0,1280.0,3072.0,3072.0,3072.0,1280.0,1280.0,3072.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,509.0498185355682,488.6675842921,815.4827035082928,2045.6516949910224,909.1074415364704,713.7236112604579,1718.0359922566413,1678.792926866246,1576.0568851995772,889.6855809619874,898.4768268250039,2084.965363661244,0.3976951707309126,0.3817715502282031,0.849461149487805,0.6659022444632234,0.7102401887003675,0.5575965712972327,0.5592565078960421,0.5464820725476062,0.513039350650904,0.6950668601265526,0.7019350209570343,0.6786996626501445,0.0201496068318823,0.0593923853330053,0.0007749170265865,0.0536326687867176,0.0046313019129993,0.0054188326029799,0.0025664724810333,0.0042835829094575,0.0152424758663251,0.0103909537540757,0.0071748100300569,0.0010655429537191,65.861376,0.8841257044582096
0.8833729777139289,64.386816,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,960.0,1280.0,1280.0,1280.0,960.0,3072.0,3072.0,960.0,3072.0,3072.0,3072.0,960.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,430.9229169603235,488.6675842921,1069.2745281544594,1114.4592073495107,709.801439762586,1525.5648755574878,1718.0359922566413,597.7881448202938,1576.0568851995772,1870.9008603514844,1974.2252091365715,682.9047611396531,0.448878038500337,0.3817715502282031,0.8353707251206715,0.8706712557418053,0.7393764997526938,0.4966031495955363,0.5592565078960421,0.622695984187806,0.513039350650904,0.6090172071456655,0.642651435265811,0.7113591261871387,0.0158710673208322,0.0593923853330053,0.0012152041611538,0.001561180246421,0.0026906215405609,0.0051387266251673,0.0025664724810333,0.0037823899264446,0.0152424758663251,0.009840947433508,0.0055597889238644,0.0016232539481782,64.386816,0.8833729777139289
